23,-25,1,254,6
24,-25,4,252,5
25,-25,4,253,3
-30,-24,0,255,3
-29,-24,0,255,1
-26,-24,3,254,3
-25,-24,4,252,5
-24,-24,4,253,3
-23,-24,1,254,3
-22,-24,0,255,1
-21,-24,0,255,1
-20,-24,0,255,1
-19,-24,1,255,0
-18,-24,3,255,0
-17,-24,1,255,0
-16,-24,0,255,1
-15,-24,0,255,1
-14,-24,1,255,0
-13,-24,8,250,5
-12,-24,19,239,19
-11,-24,53,215,44
-10,-24,0,43,0
-9,-24,27,15,0
-8,-24,92,21,3
-7,-24,143,36,16
-6,-24,212,91,46
-5,-24,233,94,37
-4,-24,242,82,32
-3,-24,252,82,33
-2,-24,255,89,37
-1,-24,242,81,27
0,-24,232,78,24
1,-24,247,98,42
2,-24,239,89,36
3,-24,234,88,39
4,-24,239,101,64
5,-24,219,95,67
6,-24,139,40,21
7,-24,81,9,0
8,-24,44,1,0
9,-24,0,29,0
10,-24,45,228,26
11,-24,1,255,0
18,-24,4,253,3
19,-24,6,252,5
20,-24,1,254,5
21,-24,0,255,3
22,-24,0,255,3
23,-24,0,255,1
24,-24,1,255,0
25,-24,3,255,0
26,-24,1,255,0
-30,-23,0,255,1
-26,-23,4,253,3
-25,-23,6,251,6
-24,-23,4,252,5
-23,-23,1,254,3
-20,-23,0,255,1
-19,-23,3,254,1
-18,-23,4,253,1
-17,-23,3,254,1
-16,-23,0,255,3
-15,-23,0,255,3
-14,-23,3,254,3
-13,-23,18,244,14
-12,-23,47,227,42
-11,-23,0,56,0
-10,-23,19,18,0
-9,-23,79,11,0
-8,-23,107,11,0
-7,-23,158,43,14
-6,-23,222,95,44
-5,-23,239,99,38
-4,-23,242,85,30
-3,-23,249,84,30
-2,-23,253,86,31
-1,-23,243,78,22
0,-23,248,89,31
1,-23,240,86,26
2,-23,241,86,29
3,-23,240,89,36
4,-23,254,109,64
5,-23,224,91,56
6,-23,149,39,12
7,-23,96,7,0
8,-23,72,1,0
9,-23,13,21,0
10,-23,67,213,42
11,-23,21,243,10
12,-23,14,246,10
13,-23,13,247,10
14,-23,17,244,15
15,-23,13,247,12
16,-23,0,255,5
17,-23,0,255,1
18,-23,4,253,3
19,-23,7,251,5
20,-23,6,252,5
21,-23,3,254,3
22,-23,0,255,3
26,-23,1,255,0
-29,-22,3,255,1
-28,-22,3,254,0
-27,-22,3,254,0
-26,-22,2,254,0
-25,-22,2,255,2
-24,-22,2,255,7
-23,-22,1,255,6
-21,-22,3,255,0
-18,-22,5,253,7
-17,-22,4,252,8
-16,-22,0,254,6
-15,-22,2,255,8
-14,-22,0,252,4
-13,-22,28,236,26
-12,-22,79,201,64
-11,-22,0,35,0
-10,-22,114,72,34
-9,-22,213,122,101
-8,-22,206,97,64
-7,-22,204,81,39
-6,-22,227,91,43
-5,-22,231,87,35
-4,-22,229,82,30
-3,-22,238,87,32
-2,-22,250,90,32
-1,-22,253,88,30
0,-22,250,87,28
1,-22,250,87,30
2,-22,244,83,28
3,-22,242,85,32
4,-22,245,93,43
5,-22,234,93,48
6,-22,188,64,30
7,-22,148,41,21
8,-22,104,19,16
9,-22,34,14,0
10,-22,0,48,0
11,-22,62,222,52
12,-22,38,227,36
13,-22,38,229,37
14,-22,48,218,47
15,-22,43,225,44
16,-22,15,246,20
17,-22,0,255,2
18,-22,0,255,1
20,-22,7,255,3
21,-22,3,254,1
22,-22,0,251,1
23,-22,0,255,3
24,-22,1,255,5
-30,-21,0,255,1
-29,-21,4,255,2
-28,-21,2,254,0
-27,-21,5,255,0
-26,-21,1,255,0
-24,-21,0,251,3
-23,-21,1,254,6
-22,-21,4,255,5
-20,-21,1,250,0
-19,-21,12,251,10
-18,-21,22,243,24
-17,-21,18,235,24
-16,-21,21,242,27
-15,-21,12,242,19
-14,-21,6,255,13
-13,-21,33,230,29
-12,-21,0,49,0
-11,-21,32,19,0
-10,-21,166,97,66
-9,-21,240,135,105
-8,-21,239,118,75
-7,-21,238,106,58
-6,-21,255,114,74
-5,-21,246,103,63
-4,-21,239,100,57
-3,-21,247,105,59
-2,-21,255,103,53
-1,-21,252,93,38
0,-21,251,88,33
1,-21,244,81,26
2,-21,248,87,33
3,-21,245,88,35
4,-21,236,84,34
5,-21,227,86,41
6,-21,239,110,78
7,-21,237,126,107
8,-21,159,69,69
9,-21,52,17,0
10,-21,0,47,0
11,-21,86,195,78
12,-21,80,207,74
13,-21,0,52,0
14,-21,0,91,0
15,-21,77,194,77
16,-21,46,222,51
17,-21,20,237,26
18,-21,7,248,11
19,-21,6,255,4
20,-21,1,252,0
21,-21,2,253,0
22,-21,5,255,8
23,-21,0,254,4
24,-21,3,255,8
26,-21,0,255,1
28,-21,0,255,1
-29,-20,0,255,2
-28,-20,0,255,1
-27,-20,0,255,1
-25,-20,3,255,5
-24,-20,1,251,4
-23,-20,5,255,8
-21,-20,2,250,3
-20,-20,24,252,19
-19,-20,28,230,24
-18,-20,54,224,55
-17,-20,61,216,63
-16,-20,53,210,57
-15,-20,45,230,49
-14,-20,9,246,16
-13,-20,45,235,39
-12,-20,0,32,0
-11,-20,62,14,0
-10,-20,169,85,57
-9,-20,231,123,85
-8,-20,241,113,64
-7,-20,221,83,36
-6,-20,203,62,32
-5,-20,201,61,36
-4,-20,193,57,33
-3,-20,191,51,24
-2,-20,211,62,32
-1,-20,222,68,30
0,-20,235,79,31
1,-20,234,77,24
2,-20,238,84,34
3,-20,250,100,50
4,-20,249,104,57
5,-20,217,81,43
6,-20,196,72,48
7,-20,185,78,68
8,-20,120,39,38
9,-20,42,9,0
10,-20,0,30,0
11,-20,108,174,100
12,-20,29,77,19
13,-20,108,141,98
14,-20,100,123,94
15,-20,74,116,70
16,-20,105,191,104
17,-20,74,208,75
18,-20,40,226,41
19,-20,22,244,23
20,-20,2,247,2
22,-20,1,255,0
23,-20,0,252,1
24,-20,6,251,6
25,-20,6,254,10
26,-20,0,255,3
27,-20,0,255,3
28,-20,0,255,3
-30,-19,2,255,7
-29,-19,3,255,9
-27,-19,0,255,4
-26,-19,0,255,3
-24,-19,5,255,7
-23,-19,5,248,6
-22,-19,16,246,16
-21,-19,32,238,31
-20,-19,55,221,49
-19,-19,0,61,0
-18,-19,0,49,0
-17,-19,0,52,0
-16,-19,0,47,0
-15,-19,0,52,0
-14,-19,52,218,46
-13,-19,72,200,51
-12,-19,34,34,0
-11,-19,78,6,0
-10,-19,185,90,58
-9,-19,253,138,93
-8,-19,244,113,61
-7,-19,195,54,8
-6,-19,146,7,0
-5,-19,145,6,0
-4,-19,142,6,0
-3,-19,138,3,0
-2,-19,151,10,0
-1,-19,162,18,0
0,-19,206,56,21
1,-19,235,84,41
2,-19,238,90,42
3,-19,255,109,62
4,-19,255,122,79
5,-19,215,85,51
6,-19,141,22,2
7,-19,105,4,0
8,-19,79,3,3
9,-19,48,11,2
10,-19,6,24,0
11,-19,4,34,0
12,-19,193,194,180
13,-19,255,245,245
14,-19,226,214,218
15,-19,126,127,119
16,-19,98,128,94
17,-19,87,154,83
18,-19,65,182,65
19,-19,56,223,58
20,-19,25,239,27
21,-19,10,255,10
22,-19,1,255,0
23,-19,1,255,0
24,-19,6,250,5
25,-19,6,251,6
26,-19,0,255,3
27,-19,0,255,1
28,-19,0,255,1
-30,-18,3,255,10
-29,-18,0,252,2
-28,-18,0,255,2
-25,-18,1,255,3
-24,-18,0,255,2
-23,-18,14,244,13
-22,-18,49,228,41
-21,-18,71,195,61
-20,-18,0,31,0
-19,-18,48,85,42
-18,-18,153,187,150
-17,-18,126,156,120
-16,-18,35,60,18
-15,-18,0,25,0
-14,-18,2,37,0
-13,-18,26,37,0
-12,-18,65,19,0
-11,-18,94,12,0
-10,-18,179,73,31
-9,-18,255,133,82
-8,-18,255,121,70
-7,-18,211,73,27
-6,-18,168,28,0
-5,-18,164,26,0
-4,-18,155,20,0
-3,-18,144,13,0
-2,-18,150,20,6
-1,-18,160,28,13
0,-18,202,63,42
1,-18,222,79,49
2,-18,237,92,47
3,-18,255,110,63
4,-18,252,112,76
5,-18,213,84,53
6,-18,140,30,5
7,-18,99,7,0
8,-18,80,6,5
9,-18,46,0,2
10,-18,20,5,0
11,-18,21,18,9
12,-18,166,156,154
13,-18,255,251,250
14,-18,200,195,192
15,-18,76,75,70
16,-18,89,95,85
17,-18,85,102,83
18,-18,100,134,99
19,-18,92,174,92
20,-18,52,214,53
21,-18,20,237,22
22,-18,6,252,3
24,-18,10,255,5
25,-18,5,251,0
-30,-17,1,251,6
-29,-17,0,251,2
-28,-17,4,255,2
-25,-17,0,252,1
-24,-17,8,244,11
-23,-17,38,232,39
-22,-17,0,52,0
-21,-17,0,40,0
-20,-17,5,16,0
-19,-17,88,77,83
-18,-17,255,251,248
-17,-17,238,235,226
-16,-17,70,58,46
-15,-17,26,4,0
-14,-17,40,8,0
-13,-17,54,6,0
-12,-17,68,0,0
-11,-17,108,19,0
-10,-17,195,85,36
-9,-17,249,124,68
-8,-17,251,117,64
-7,-17,240,99,53
-6,-17,241,102,61
-5,-17,240,101,68
-4,-17,187,51,25
-3,-17,138,8,0
-2,-17,139,14,0
-1,-17,138,11,0
0,-17,150,13,0
1,-17,157,15,0
2,-17,188,45,3
3,-17,240,98,52
4,-17,255,113,77
5,-17,221,88,57
6,-17,146,35,5
7,-17,98,6,0
8,-17,82,4,0
9,-17,60,3,9
10,-17,41,9,14
11,-17,17,1,4
12,-17,137,125,127
13,-17,255,250,251
14,-17,248,244,243
15,-17,243,239,240
16,-17,255,252,253
17,-17,242,237,241
18,-17,138,133,139
19,-17,70,108,71
20,-17,71,197,72
21,-17,38,232,39
22,-17,13,250,12
24,-17,3,254,0
25,-17,1,252,0
26,-17,1,255,0
-30,-16,6,255,5
-29,-16,5,254,2
-27,-16,5,255,3
-25,-16,10,246,14
-24,-16,42,230,47
-23,-16,0,65,0
-22,-16,52,117,53
-21,-16,110,132,109
-20,-16,106,108,103
-19,-16,154,148,148
-18,-16,248,243,237
-17,-16,214,205,196
-16,-16,126,109,101
-15,-16,113,89,79
-14,-16,116,87,73
-13,-16,122,75,55
-12,-16,124,52,27
-11,-16,133,39,1
-10,-16,172,62,9
-9,-16,242,119,59
-8,-16,243,108,52
-7,-16,247,106,53
-6,-16,241,101,48
-5,-16,239,101,55
-4,-16,186,47,18
-3,-16,154,16,0
-2,-16,156,26,0
-1,-16,149,14,0
0,-16,161,15,0
1,-16,186,36,11
2,-16,181,35,0
3,-16,234,89,45
4,-16,255,111,71
5,-16,226,86,50
6,-16,158,35,2
7,-16,111,7,0
8,-16,88,0,0
9,-16,63,0,0
10,-16,38,2,4
11,-16,13,0,0
12,-16,123,114,119
13,-16,248,243,249
14,-16,253,245,255
15,-16,239,234,241
16,-16,252,250,251
17,-16,255,255,255
18,-16,123,122,128
19,-16,22,59,28
20,-16,60,169,60
21,-16,46,220,45
22,-16,14,243,16
23,-16,0,255,3
24,-16,0,255,2
25,-16,0,255,2
26,-16,1,254,3
27,-16,0,255,1
-30,-15,5,252,0
-29,-15,5,255,0
-28,-15,7,255,4
-26,-15,1,254,3
-25,-15,19,243,23
-24,-15,55,216,60
-23,-15,0,70,0
-22,-15,197,230,199
-21,-15,252,252,252
-20,-15,254,250,247
-19,-15,255,251,245
-18,-15,255,251,243
-17,-15,255,243,235
-16,-15,255,241,236
-15,-15,255,238,229
-14,-15,255,235,220
-13,-15,255,216,190
-12,-15,248,168,133
-11,-15,208,107,61
-10,-15,216,103,45
-9,-15,212,86,25
-8,-15,234,95,38
-7,-15,234,91,35
-6,-15,241,100,46
-5,-15,240,99,53
-4,-15,229,88,58
-3,-15,239,101,73
-2,-15,241,109,70
-1,-15,238,102,62
0,-15,248,94,66
1,-15,241,84,53
2,-15,232,83,41
3,-15,236,90,43
4,-15,240,92,46
5,-15,230,87,45
6,-15,214,81,48
7,-15,207,88,64
8,-15,159,57,43
9,-15,84,7,1
10,-15,44,0,0
11,-15,21,1,2
12,-15,126,117,120
13,-15,255,250,255
14,-15,255,250,255
15,-15,249,237,247
16,-15,254,249,253
17,-15,245,245,245
18,-15,156,157,161
19,-15,86,111,89
20,-15,89,165,90
21,-15,68,206,67
22,-15,22,239,26
23,-15,0,254,2
24,-15,1,255,5
25,-15,0,255,3
26,-15,1,254,3
27,-15,1,254,3
28,-15,0,255,5
-30,-14,4,250,0
-29,-14,6,255,4
-27,-14,0,255,1
-26,-14,0,253,4
-25,-14,21,240,26
-24,-14,60,214,64
-23,-14,0,53,0
-22,-14,156,185,155
-21,-14,255,253,250
-20,-14,252,245,235
-19,-14,251,241,231
-18,-14,252,242,233
-17,-14,255,246,241
-16,-14,255,234,228
-15,-14,255,234,223
-14,-14,255,230,211
-13,-14,255,211,181
-12,-14,230,139,95
-11,-14,197,83,29
-10,-14,216,93,33
-9,-14,226,94,32
-8,-14,233,90,34
-7,-14,243,96,44
-6,-14,249,103,56
-5,-14,249,105,68
-4,-14,251,113,84
-3,-14,255,124,94
-2,-14,249,121,82
-1,-14,250,117,74
0,-14,252,98,60
1,-14,253,94,52
2,-14,242,90,40
3,-14,229,82,28
4,-14,228,87,31
5,-14,229,88,42
6,-14,231,90,60
7,-14,243,111,90
8,-14,201,84,67
9,-14,102,12,1
10,-14,56,3,0
11,-14,35,7,4
12,-14,184,169,166
13,-14,255,247,247
14,-14,255,246,252
15,-14,255,245,254
16,-14,255,243,250
17,-14,255,252,255
18,-14,222,221,217
19,-14,138,146,135
20,-14,119,143,119
21,-14,97,185,98
22,-14,34,232,31
24,-14,4,254,0
25,-14,4,254,0
26,-14,1,255,0
28,-14,3,255,12
-30,-13,7,255,4
-27,-13,0,255,2
-26,-13,2,255,6
-25,-13,21,238,25
-24,-13,61,214,64
-23,-13,0,57,0
-22,-13,169,195,170
-21,-13,255,249,247
-20,-13,255,249,237
-19,-13,146,128,114
-18,-13,89,66,58
-17,-13,90,61,55
-16,-13,116,79,71
-15,-13,121,74,64
-14,-13,130,77,59
-13,-13,145,71,42
-12,-13,153,48,1
-11,-13,209,88,31
-10,-13,255,134,74
-9,-13,246,116,58
-8,-13,238,96,46
-7,-13,220,73,29
-6,-13,189,40,7
-5,-13,178,34,7
-4,-13,175,40,18
-3,-13,169,43,18
-2,-13,177,52,20
-1,-13,183,51,13
0,-13,215,65,28
1,-13,230,74,34
2,-13,224,76,30
3,-13,237,95,45
4,-13,237,103,52
5,-13,232,101,57
6,-13,232,94,68
7,-13,222,89,74
8,-13,185,63,50
9,-13,113,15,4
10,-13,66,3,0
11,-13,50,9,5
12,-13,152,123,117
13,-13,217,189,185
14,-13,218,183,187
15,-13,209,177,182
16,-13,213,186,193
17,-13,211,191,193
18,-13,173,158,155
19,-13,124,126,112
20,-13,119,150,118
21,-13,84,181,84
22,-13,32,235,31
23,-13,6,255,4
25,-13,8,255,3
26,-13,1,255,0
27,-13,1,255,2
28,-13,0,252,2
-30,-12,1,255,2
-26,-12,0,253,2
-25,-12,21,240,24
-24,-12,63,216,64
-23,-12,0,59,0
-22,-12,198,221,201
-21,-12,252,239,246
-20,-12,255,242,235
-19,-12,179,150,136
-18,-12,49,5,0
-17,-12,59,2,0
-16,-12,67,3,0
-15,-12,82,6,0
-14,-12,98,11,0
-13,-12,110,11,0
-12,-12,157,42,0
-11,-12,241,120,67
-10,-12,255,142,88
-9,-12,255,134,83
-8,-12,254,121,80
-7,-12,196,56,23
-6,-12,158,13,0
-5,-12,143,3,0
-4,-12,138,8,0
-3,-12,126,2,0
-2,-12,133,10,0
-1,-12,149,20,0
0,-12,210,68,44
1,-12,236,90,65
2,-12,237,97,70
3,-12,254,123,93
4,-12,252,129,95
5,-12,245,126,94
6,-12,248,127,110
7,-12,251,130,121
8,-12,205,92,86
9,-12,114,17,11
10,-12,73,0,0
11,-12,60,0,0
12,-12,60,7,0
13,-12,53,3,0
14,-12,54,0,0
15,-12,56,4,8
16,-12,55,11,12
17,-12,44,4,5
18,-12,49,10,15
19,-12,90,97,66
20,-12,113,210,107
21,-12,56,226,59
22,-12,16,242,20
24,-12,1,255,2
27,-12,4,255,0
28,-12,7,254,0
-30,-11,0,254,1
-29,-11,3,255,5
-28,-11,2,255,0
-27,-11,7,255,4
-26,-11,1,255,0
-25,-11,13,244,14
-24,-11,45,227,46
-23,-11,0,65,0
-22,-11,43,102,46
-21,-11,106,118,98
-20,-11,128,110,96
-19,-11,104,60,47
-18,-11,82,16,0
-17,-11,95,14,0
-16,-11,152,59,44
-15,-11,191,85,69
-14,-11,189,73,50
-13,-11,207,84,51
-12,-11,226,100,52
-11,-11,234,110,58
-10,-11,201,83,33
-9,-11,183,62,19
-8,-11,180,47,14
-7,-11,168,28,3
-6,-11,180,35,18
-5,-11,199,57,45
-4,-11,176,45,35
-3,-11,140,18,7
-2,-11,128,6,0
-1,-11,140,17,1
0,-11,181,49,34
1,-11,203,70,55
2,-11,204,74,60
3,-11,207,84,66
4,-11,207,93,67
5,-11,202,92,69
6,-11,202,92,79
7,-11,206,97,90
8,-11,171,66,62
9,-11,103,4,0
10,-11,94,6,2
11,-11,87,7,0
12,-11,89,11,0
13,-11,106,30,17
14,-11,116,37,32
15,-11,98,23,18
16,-11,90,21,14
17,-11,97,32,28
18,-11,117,52,56
19,-11,125,108,78
20,-11,106,183,79
21,-11,70,209,54
22,-11,57,221,46
23,-11,38,228,30
24,-11,30,241,24
25,-11,14,246,12
26,-11,3,251,5
28,-11,5,253,0
-30,-10,0,255,6
-28,-10,4,255,0
-26,-10,2,255,0
-25,-10,1,255,0
-24,-10,7,246,3
-23,-10,38,237,34
-22,-10,0,56,0
-21,-10,0,41,0
-20,-10,16,11,0
-19,-10,61,5,0
-18,-10,94,9,0
-17,-10,118,12,0
-16,-10,188,66,43
-15,-10,239,108,78
-14,-10,248,108,72
-13,-10,232,91,46
-12,-10,253,117,65
-11,-10,243,112,60
-10,-10,164,37,0
-9,-10,134,6,0
-8,-10,149,11,0
-7,-10,160,16,0
-6,-10,220,71,51
-5,-10,252,107,88
-4,-10,198,65,46
-3,-10,134,11,0
-2,-10,119,0,0
-1,-10,121,4,0
0,-10,122,4,0
1,-10,130,12,2
2,-10,118,0,0
3,-10,115,2,0
4,-10,117,11,0
5,-10,104,4,0
6,-10,103,2,0
7,-10,112,11,3
8,-10,106,5,0
9,-10,106,5,0
10,-10,111,10,0
11,-10,111,11,0
12,-10,139,38,18
13,-10,205,103,81
14,-10,245,139,125
15,-10,251,148,133
16,-10,237,138,119
17,-10,199,103,87
18,-10,142,47,43
19,-10,95,23,11
20,-10,61,33,0
21,-10,32,36,0
22,-10,22,41,0
23,-10,2,58,0
24,-10,81,199,59
25,-10,49,225,39
26,-10,11,244,13
27,-10,2,255,7
-30,-9,0,255,5
-29,-9,2,255,8
-28,-9,4,255,2
-27,-9,4,255,0
-26,-9,2,255,0
-23,-9,12,247,7
-22,-9,49,226,47
-21,-9,93,192,76
-20,-9,22,21,0
-19,-9,82,14,1
-18,-9,169,69,46
-17,-9,188,65,34
-16,-9,205,62,30
-15,-9,234,82,43
-14,-9,244,89,41
-13,-9,233,82,29
-12,-9,242,97,40
-11,-9,243,104,49
-10,-9,206,69,23
-9,-9,184,46,7
-8,-9,185,42,10
-7,-9,185,37,9
-6,-9,208,54,28
-5,-9,218,66,42
-4,-9,189,50,27
-3,-9,152,23,1
-2,-9,141,19,0
-1,-9,137,20,2
0,-9,148,38,23
1,-9,160,52,39
2,-9,138,26,15
3,-9,130,18,4
4,-9,140,35,13
5,-9,132,32,9
6,-9,118,17,5
7,-9,108,7,0
8,-9,103,1,0
9,-9,131,25,9
10,-9,141,32,9
11,-9,139,25,0
12,-9,152,33,3
13,-9,214,90,62
14,-9,245,117,92
15,-9,243,115,88
16,-9,240,115,83
17,-9,201,80,51
18,-9,165,44,27
19,-9,122,10,0
20,-9,106,15,0
21,-9,89,12,0
22,-9,69,0,0
23,-9,53,19,0
24,-9,4,32,0
25,-9,0,60,0
26,-9,38,233,32
27,-9,0,244,3
28,-9,1,255,2
-30,-8,0,253,4
-29,-8,0,255,6
-26,-8,1,255,0
-25,-8,2,255,2
-24,-8,2,255,2
-23,-8,15,247,13
-22,-8,38,226,28
-21,-8,90,201,63
-20,-8,25,19,0
-19,-8,100,21,8
-18,-8,208,100,72
-17,-8,243,111,73
-16,-8,250,94,53
-15,-8,243,81,34
-14,-8,244,85,30
-13,-8,247,93,33
-12,-8,242,90,27
-11,-8,239,89,28
-10,-8,250,101,45
-9,-8,249,99,49
-8,-8,238,89,46
-7,-8,233,79,41
-6,-8,205,45,11
-5,-8,178,19,0
-4,-8,176,31,4
-3,-8,205,69,43
-2,-8,240,112,87
-1,-8,250,131,107
0,-8,255,150,127
1,-8,255,152,132
2,-8,237,124,108
3,-8,242,127,109
4,-8,255,148,123
5,-8,233,127,103
6,-8,167,59,49
7,-8,113,4,0
8,-8,137,25,11
9,-8,223,109,83
10,-8,245,129,92
11,-8,235,113,72
12,-8,220,91,52
13,-8,235,99,61
14,-8,243,99,64
15,-8,231,85,46
16,-8,238,91,47
17,-8,233,88,44
18,-8,228,84,49
19,-8,226,91,59
20,-8,232,113,79
21,-8,208,103,71
22,-8,195,97,72
23,-8,199,117,93
24,-8,121,62,32
25,-8,24,38,0
26,-8,73,209,49
27,-8,28,237,22
28,-8,12,247,5
-30,-7,1,255,7
-29,-7,0,252,2
-28,-7,3,255,2
-26,-7,3,255,4
-25,-7,3,251,4
-24,-7,9,246,8
-23,-7,32,234,24
-22,-7,69,216,48
-21,-7,0,47,0
-20,-7,57,26,0
-19,-7,118,25,8
-18,-7,206,89,56
